initial,initial_label,rhyme,final,reading,status,sino_entry_count,character_count,example_characters
j,j,wat,t,jwat,gap,0,0,
j,j,woet,t,jwoet,gap,0,0,
j,j,wot,t,jwot,gap,0,0,
j,j,yeot,t,jyeot,gap,0,0,
j,j,yt,t,jyt,gap,0,0,
j,j,aets,ts,jaets,gap,0,0,
j,j,ats,ts,jats,gap,0,0,
j,j,eots,ts,jeots,gap,0,0,
j,j,ets,ts,jets,gap,0,0,
j,j,aap,p,jaap,gap,0,0,
j,j,aep,p,jaep,gap,0,0,
j,j,ap,p,jap,gap,0,0,
j,j,eop,p,jeop,gap,0,0,
j,j,ep,p,jep,gap,0,0,
j,j,iep,p,jiep,gap,0,0,
j,j,ip,p,jip,gap,0,0,
j,j,oep,p,joep,gap,0,0,
j,j,op,p,jop,gap,0,0,
j,j,p,p,jp,gap,0,0,
j,j,yp,p,jyp,gap,0,0,
j,j,eov,v,jeov,gap,0,0,
j,j,ev,v,jev,gap,0,0,
j,j,ov,v,jov,gap,0,0,
j,j,aenn,nn,jaenn,gap,0,0,
j,j,ann,nn,jann,gap,0,0,
j,j,enn,nn,jenn,gap,0,0,
j,j,eonn,nn,jeonn,gap,0,0,
j,j,onn,nn,jonn,gap,0,0,
j,j,aeyh,h,jaeyh,gap,0,0,
j,j,ah,h,jah,gap,0,0,
j,j,ayh,h,jayh,gap,0,0,
j,j,emh,h,jemh,gap,0,0,
j,j,eomh,h,jeomh,gap,0,0,
j,j,ueh,h,jueh,gap,0,0,
j,j,uh,h,juh,gap,0,0,
j,j,r,r,jr,gap,0,0,
j,j,,open,j,gap,0,0,
j,j,a,open,ja,gap,0,0,
j,j,aa,open,jaa,gap,0,0,
j,j,ae,open,jae,gap,0,0,
j,j,au,open,jau,gap,0,0,
j,j,e,open,je,gap,0,0,
j,j,eo,open,jeo,gap,0,0,
j,j,eou,open,jeou,gap,0,0,
j,j,eu,open,jeu,gap,0,0,
j,j,ia,open,jia,gap,0,0,
j,j,iaeu,open,jiaeu,gap,0,0,
j,j,iau,open,jiau,gap,0,0,
j,j,ie,open,jie,gap,0,0,
j,j,ieu,open,jieu,gap,0,0,
j,j,iou,open,jiou,gap,0,0,
j,j,iu,open,jiu,gap,0,0,
j,j,o,open,jo,gap,0,0,
j,j,oe,open,joe,gap,0,0,
j,j,oeu,open,joeu,gap,0,0,
j,j,ou,open,jou,gap,0,0,
j,j,u,open,ju,gap,0,0,
j,j,ua,open,jua,gap,0,0,
j,j,uae,open,juae,gap,0,0,
j,j,ue,open,jue,gap,0,0,
j,j,ueo,open,jueo,gap,0,0,
j,j,wa,open,jwa,gap,0,0,
j,j,wae,open,jwae,gap,0,0,
j,j,yeo,open,jyeo,gap,0,0,
j,j,yeou,open,jyeou,gap,0,0,
k,k,aan,n,kaan,attested,5,5,羥顅齦𧢞𩋆
k,k,aen,n,kaen,attested,4,4,臤掔慳鬝
k,k,an,n,kan,attested,18,14,刊侃臤看衎栞豻偘靬馯鬜䳚
k,k,en,n,ken,attested,13,11,晵遣繾譴㹂䪈䭤𠳋𥳐𨺫𩝡
k,k,eon,n,keon,gap,0,0,
k,k,ian,n,kian,gap,0,0,
k,k,ien,n,kien,gap,0,0,
k,k,in,n,kin,attested,28,22,岍汧臤俔郉涀牽掔菣蚈雃蜆
k,k,n,n,kn,gap,0,0,
k,k,oen,n,koen,gap,0,0,
k,k,on,n,kon,attested,4,4,豤墾懇齦
k,k,uaen,n,kuaen,gap,0,0,
k,k,uan,n,kuan,attested,12,10,劵絭綣裷韏勸虇䅚䊎𪐂
k,k,uen,n,kuen,attested,8,8,弮棬飬鬈𨟠㒽䠣𥛁
k,k,ueon,n,kueon,gap,0,0,
k,k,uin,n,kuin,attested,8,8,犬囷峮箘箟輑𡈋𧋕
k,k,un,n,kun,attested,4,4,赾𦃢𦄐𧼐
k,k,waan,n,kwaan,gap,0,0,
k,k,waen,n,kwaen,gap,0,0,
k,k,wan,n,kwan,attested,12,10,梡欵棵款歀寬窾髖䥗䲌
k,k,woen,n,kwoen,gap,0,0,
k,k,won,n,kwon,attested,21,20,巛困坤悃涃梱硱稇壼裍豤髡
k,k,wyn,n,kwyn,gap,0,0,
k,k,yeon,n,kyeon,gap,0,0,
k,k,yn,n,kyn,gap,0,0,
k,k,aam,m,kaam,attested,2,2,嵌䫡
k,k,aem,m,kaem,gap,0,0,
k,k,am,m,kam,attested,35,33,坎坩㪁臽勘埳惂堪嵁戡歁撖
k,k,em,m,kem,attested,14,12,嵁槏歉厱撖鵮㦿䫡𠔺𢜩𢽣𣓅
k,k,eom,m,keom,gap,0,0,
k,k,iem,m,kiem,gap,0,0,
k,k,im,m,kim,attested,18,17,坅衾脥傔欽菳嗛慊搇歉膁嶔
k,k,m,m,km,gap,0,0,
k,k,oem,m,koem,gap,0,0,
k,k,om,m,kom,attested,2,2,凵㧄
k,k,ym,m,kym,gap,0,0,
k,k,yom,m,kyom,gap,0,0,
k,k,aang,ng,kaang,attested,8,8,劥坑阬砊卿硎慶𥉸
k,k,aeng,ng,kaeng,gap,0,0,
k,k,ang,ng,kang,attested,80,77,亢伉匡忼抗犺邟阬劻炕羌恇
k,k,eng,ng,keng,attested,14,14,苘烓殸絅磬褧罄顈檾謦鑋𥥻
k,k,eong,ng,keong,gap,0,0,
k,k,iaang,ng,kiaang,gap,0,0,
k,k,iang,ng,kiang,gap,0,0,
k,k,ieng,ng,kieng,gap,0,0,
k,k,ing,ng,king,attested,13,11,苘頃硱傾輕頔䔛檾鑋㩩𨆪
k,k,iong,ng,kiong,gap,0,0,
k,k,iung,ng,kiung,gap,0,0,
k,k,oeng,ng,koeng,gap,0,0,
k,k,ong,ng,kong,attested,8,5,恐銎𢖶𥳎𦶐
k,k,uaang,ng,kuaang,gap,0,0,
k,k,ueng,ng,kueng,gap,0,0,
k,k,ung,ng,kung,attested,34,29,孔肎芎穹空肯倥埪崆悾控涳
k,k,waang,ng,kwaang,attested,1,1,𥉁
k,k,waeng,ng,kwaeng,gap,0,0,
k,k,wang,ng,kwang,attested,9,8,䡉壙懬曠爌矌纊䯑
k,k,wueng,ng,kwueng,gap,0,0,
k,k,wung,ng,kwung,gap,0,0,
k,k,yang,ng,kyang,gap,0,0,
k,k,yeng,ng,kyeng,gap,0,0,
k,k,yeong,ng,kyeong,gap,0,0,
k,k,yng,ng,kyng,gap,0,0,
k,k,aay,y,kaay,attested,5,4,䒓𡢖𦝨𨛖
k,k,aey,y,kaey,gap,0,0,
k,k,ay,y,kay,attested,32,29,侅劾奒欬烗凱慨揩開塏愷愾
k,k,eoy,y,keoy,gap,0,0,
k,k,ey,y,key,attested,7,7,气炁盵氣豈䀈䔇
k,k,uy,y,kuy,gap,0,0,
k,k,waay,y,kwaay,attested,6,6,咼喎絓䓙䦱𦹬
k,k,waey,y,kwaey,gap,0,0,
k,k,way,y,kway,attested,28,27,凷恢悝堁盔傀喟㷇匯塊詼蒯
k,k,wey,y,kwey,attested,4,4,蘬𥽂𧝷𧢦
k,k,wy,y,kwy,gap,0,0,
k,k,y,y,ky,gap,0,0,
k,k,yay,y,kyay,gap,0,0,
k,k,aaw,w,kaaw,gap,0,0,
k,k,aew,w,kaew,gap,0,0,
k,k,aw,w,kaw,attested,33,29,丂尻巧攷考洘訄栲祰跤鄗敲
k,k,eow,w,keow,gap,0,0,
k,k,ew,w,kew,attested,5,5,橇譑趫趬㚁
k,k,iaew,w,kiaew,gap,0,0,
k,k,iaw,w,kiaw,gap,0,0,
k,k,iew,w,kiew,gap,0,0,
k,k,iw,w,kiw,attested,4,4,憍鞽㢗𠿕
k,k,oew,w,koew,gap,0,0,
k,k,ow,w,kow,attested,27,25,口叩扣𤘘怐竘夠釦剾詬彄摳
k,k,yeow,w,kyeow,gap,0,0,
k,k,aei,i,kaei,gap,0,0,
k,k,ai,i,kai,attested,9,9,愒溘磕轄㪡䳚𥎆𨜴𩫀
k,k,i,i,ki,attested,85,77,卟企屺邔启吱弃杞玘芑亟抾
k,k,uei,i,kuei,gap,0,0,
k,k,waei,i,kwaei,gap,0,0,
k,k,wai,i,kwai,attested,6,5,快駃噲璯𥢶
k,k,wi,i,kwi,attested,38,36,刲奎尯茥觖喟湀腃䖯楏跪跬
k,k,aak,k,kaak,attested,4,4,客喀揢礊
k,k,aek,k,kaek,gap,0,0,
k,k,ak,k,kak,attested,33,33,恪埆硞塙愙搉廓愨毃漷噋確
k,k,ek,k,kek,attested,11,11,喫𢿣燩闃䍊䠐𠿊𢞒𢶡𣪠𥍰
k,k,eok,k,keok,gap,0,0,
k,k,iaak,k,kiaak,gap,0,0,
k,k,iak,k,kiak,gap,0,0,
k,k,iek,k,kiek,gap,0,0,
k,k,ik,k,kik,attested,1,1,䩯
k,k,iok,k,kiok,gap,0,0,
k,k,iuk,k,kiuk,gap,0,0,
k,k,oek,k,koek,gap,0,0,
k,k,ok,k,kok,attested,6,6,焅硞酷嚳𡷥𥞴
k,k,uaak,k,kuaak,gap,0,0,
k,k,uek,k,kuek,gap,0,0,
k,k,uk,k,kuk,attested,13,13,克刻剋勀哭㲄㲉䍍䧊䵈𡞢𣫓
k,k,waak,k,kwaak,attested,2,2,𠠎𧍕
k,k,waek,k,kwaek,gap,0,0,
k,k,yeok,k,kyeok,gap,0,0,
k,k,yk,k,kyk,gap,0,0,
k,k,aach,ch,kaach,attested,7,7,郤綌隙𠊬𠶸𡭴𧯈
k,k,ach,ch,kach,attested,6,6,却卻𨟠躩𢖦𤷽
k,k,aech,ch,kaech,gap,0,0,
k,k,och,ch,koch,attested,4,4,曲匤䒼䱡
k,k,oech,ch,koech,gap,0,0,
k,k,uch,ch,kuch,attested,5,5,鞠麴𠤄𥶶𩍔
k,k,uech,ch,kuech,gap,0,0,
k,k,aat,t,kaat,attested,7,7,㓤劼咭擖䂒䯇𦸉
k,k,aet,t,kaet,attested,6,6,硈鬝𠛉𢼣𤫶𩮁
k,k,at,t,kat,attested,12,12,嵑渴楬趏磍磕骹㵣䅥䳚𤸎𥴭
k,k,eot,t,keot,gap,0,0,
k,k,et,t,ket,attested,2,2,缺蒛
k,k,iat,t,kiat,gap,0,0,
k,k,iet,t,kiet,gap,0,0,
k,k,it,t,kit,attested,17,17,契挈栔缺湀猰蛣蛪詰趌鍥闋
k,k,oet,t,koet,gap,0,0,
k,k,ot,t,kot,gap,0,0,
k,k,t,t,kt,gap,0,0,
k,k,uet,t,kuet,gap,0,0,
k,k,ut,t,kut,attested,6,6,乞屈契詘䒗𧌑
k,k,waet,t,kwaet,gap,0,0,
k,k,wat,t,kwat,attested,6,6,适筈蛞闊䟯𤫵
k,k,woet,t,kwoet,gap,0,0,
k,k,wot,t,kwot,attested,15,15,圣泏矻胐堀㧾窟顝㩿䯇𡑣𡑧
k,k,yeot,t,kyeot,gap,0,0,
k,k,yt,t,kyt,gap,0,0,
k,k,aets,ts,kaets,gap,0,0,
k,k,ats,ts,kats,attested,3,3,㵐闕𦁐
k,k,eots,ts,keots,gap,0,0,
k,k,ets,ts,kets,attested,5,5,愒揭朅𡐤藒
k,k,aap,p,kaap,gap,0,0,
k,k,aep,p,kaep,gap,0,0,
k,k,ap,p,kap,attested,13,13,匌歁溘榼磕㕎㧁䆟䶀𠩧𣩄𧛾
k,k,eop,p,keop,gap,0,0,
k,k,ep,p,kep,attested,10,10,帢恰掐㓣㡊䁍䶢𠕣𢂿𣁴
k,k,iep,p,kiep,gap,0,0,
k,k,ip,p,kip,attested,12,12,泣匧悏㤲愜湆㥦篋㬤㛍㾜𤷾
k,k,oep,p,koep,gap,0,0,
k,k,op,p,kop,gap,0,0,
k,k,p,p,kp,gap,0,0,
k,k,yp,p,kyp,gap,0,0,
k,k,eov,v,keov,gap,0,0,
k,k,ev,v,kev,attested,9,9,呿怯抾胠魥㹤㾀𠩂𤴼
k,k,ov,v,kov,attested,2,2,姂猲
k,k,aenn,nn,kaenn,gap,0,0,
k,k,ann,nn,kann,attested,3,3,攑䞿𧥛
k,k,enn,nn,kenn,attested,10,10,愆諐褰攐騫㗔䇂䙭𠎝𧽐
k,k,eonn,nn,keonn,gap,0,0,
k,k,onn,nn,konn,gap,0,0,
k,k,aeyh,h,kaeyh,gap,0,0,
k,k,ah,h,kah,attested,4,4,佉呿㰦𠋧
k,k,ayh,h,kayh,attested,1,1,𥏙
k,k,emh,h,kemh,attested,13,12,欠㐸㪁欦嵰厱䇜𢜩𤬯𨦄𩑳𩒥
k,k,eomh,h,keomh,gap,0,0,
k,k,ueh,h,kueh,gap,0,0,
k,k,uh,h,kuh,attested,27,23,去呿弆阹㭕㰦胠虚𧉧袪椐墟
k,k,r,r,kr,gap,0,0,
k,k,,open,k,gap,0,0,
k,k,a,open,ka,attested,11,11,疴跒髂㤉㰤䶗𠳌𡤫𣘟𧩶𩩱
k,k,aa,open,kaa,attested,12,9,可坷岢珂蚵軻艐䯊𠳊
k,k,ae,open,kae,gap,0,0,
k,k,au,open,kau,attested,9,9,郻鄡墽𢿣磽竅䂪𡩇𢵿
k,k,e,open,ke,attested,6,6,愒揭甈憩䔾𡳅
k,k,eo,open,keo,gap,0,0,
k,k,eou,open,keou,gap,0,0,
k,k,eu,open,keu,attested,6,6,繑趬蹺蹻㚠䫞
k,k,ia,open,kia,gap,0,0,
k,k,iaeu,open,kiaeu,gap,0,0,
k,k,iau,open,kiau,gap,0,0,
k,k,ie,open,kie,gap,0,0,
k,k,ieu,open,kieu,gap,0,0,
k,k,iou,open,kiou,gap,0,0,
k,k,iu,open,kiu,gap,0,0,
k,k,o,open,ko,attested,20,19,扝刳挎枯苦郀庫胯絝袴跍軲
k,k,oe,open,koe,gap,0,0,
k,k,oeu,open,koeu,gap,0,0,
k,k,ou,open,kou,attested,11,11,丘丠邱恘訄惆蚯蓲糗㲃𪖛
k,k,u,open,ku,attested,13,12,竘區嶇摳敺踽軀驅鰸齲䧢𤛐
k,k,ua,open,kua,attested,2,2,𩨭𩨷
k,k,uae,open,kuae,gap,0,0,
k,k,ue,open,kue,gap,0,0,
k,k,ueo,open,kueo,gap,0,0,
k,k,wa,open,kwa,attested,42,33,夸姱科胯堁敤犐稞窠萪誇跨
k,k,wae,open,kwae,gap,0,0,
k,k,yeo,open,kyeo,gap,0,0,
k,k,yeou,open,kyeou,gap,0,0,
l,l,aan,n,laan,attested,5,5,潾斕𡰠𢛓𢿻
l,l,aen,n,laen,gap,0,0,
l,l,an,n,lan,attested,43,39,卵亂闌嬾懶幱攔瀾欄爛蘭巒
l,l,en,n,len,attested,24,23,令連僆摙漣槤璉蓮輦聮膦翴
l,l,eon,n,leon,gap,0,0,
l,l,ian,n,lian,gap,0,0,
l,l,ien,n,lien,gap,0,0,
l,l,in,n,lin,attested,79,68,吝怜悋浰堜揀湅粦僆楝萰零
l,l,n,n,ln,gap,0,0,
l,l,oen,n,loen,gap,0,0,
l,l,on,n,lon,attested,11,9,崘㤻惀掄菕溣睔碖論
l,l,uaen,n,luaen,gap,0,0,
l,l,uan,n,luan,gap,0,0,
l,l,uen,n,luen,attested,11,9,脟孌戀攣灓臠䜌𡡗𤼙
l,l,ueon,n,lueon,gap,0,0,
l,l,uin,n,luin,gap,0,0,
l,l,un,n,lun,attested,17,17,侖倫惀掄淪陯棆䈁綸耣蜦論
l,l,waan,n,lwaan,gap,0,0,
l,l,waen,n,lwaen,gap,0,0,
l,l,wan,n,lwan,gap,0,0,
l,l,woen,n,lwoen,gap,0,0,
l,l,won,n,lwon,gap,0,0,
l,l,wyn,n,lwyn,gap,0,0,
l,l,yeon,n,lyeon,gap,0,0,
l,l,yn,n,lyn,gap,0,0,
l,l,aam,m,laam,gap,0,0,
l,l,aem,m,laem,gap,0,0,
l,l,am,m,lam,attested,43,39,浨啉婪惏嵐僋葻漤罱醂儖壈
l,l,em,m,lem,attested,2,2,臉醶
l,l,eom,m,leom,gap,0,0,
l,l,iem,m,liem,gap,0,0,
l,l,im,m,lim,attested,33,28,帘林淋菻溓廩懍濓霖斂㯬薟
l,l,m,m,lm,gap,0,0,
l,l,oem,m,loem,gap,0,0,
l,l,om,m,lom,gap,0,0,
l,l,ym,m,lym,attested,35,28,㐭琳廉痳熑箖覝凜匳稴嬚撿
l,l,yom,m,lyom,gap,0,0,
l,l,aang,ng,laang,attested,1,1,冷
l,l,aeng,ng,laeng,gap,0,0,
l,l,ang,ng,lang,attested,44,40,俍郎哴埌崀朗欴浪狼朖桹琅
l,l,eng,ng,leng,attested,93,88,令伶冷刢灵呤囹姈岭彾怜拎
l,l,eong,ng,leong,attested,8,7,龍蘢躘鸗㙙𦪽𪚝
l,l,iaang,ng,liaang,gap,0,0,
l,l,iang,ng,liang,attested,21,17,良兩哴悢掠涼脼粮粱蜋蜽諒
l,l,ieng,ng,lieng,attested,20,17,㒳亮凉梁椋量綡緉踉輬糧㔝
l,l,ing,ng,ling,attested,28,27,令夌阾柃凌崚㥄掕淩袊陵菱
l,l,iong,ng,liong,attested,7,7,儱壠隴籠贚驡𪚠
l,l,iung,ng,liung,attested,6,6,隆癃窿霳㚅𪔳
l,l,oeng,ng,loeng,gap,0,0,
l,l,ong,ng,long,attested,3,3,䃧䥢𣫣
l,l,uaang,ng,luaang,gap,0,0,
l,l,ueng,ng,lueng,gap,0,0,
l,l,ung,ng,lung,attested,51,45,屸弄倰哢梇棱楞祾稜踜輘儱
l,l,waang,ng,lwaang,gap,0,0,
l,l,waeng,ng,lwaeng,gap,0,0,
l,l,wang,ng,lwang,gap,0,0,
l,l,wueng,ng,lwueng,gap,0,0,
l,l,wung,ng,lwung,gap,0,0,
l,l,yang,ng,lyang,gap,0,0,
l,l,yeng,ng,lyeng,gap,0,0,
l,l,yeong,ng,lyeong,gap,0,0,
l,l,yng,ng,lyng,gap,0,0,
l,l,aay,y,laay,gap,0,0,
l,l,aey,y,laey,gap,0,0,
l,l,ay,y,lay,attested,81,69,耒來勑唻崍庲徠淶猍郲棶萊
l,l,eoy,y,leoy,gap,0,0,
l,l,ey,y,ley,gap,0,0,
l,l,uy,y,luy,gap,0,0,
l,l,waay,y,lwaay,gap,0,0,
l,l,waey,y,lwaey,gap,0,0,
l,l,way,y,lway,gap,0,0,
l,l,wey,y,lwey,gap,0,0,
l,l,wy,y,lwy,gap,0,0,
l,l,y,y,ly,gap,0,0,
l,l,yay,y,lyay,gap,0,0,
l,l,aaw,w,laaw,gap,0,0,
l,l,aew,w,laew,gap,0,0,
l,l,aw,w,law,attested,22,19,老牢恅僗嫪潦獠蟧醪轑髝䝁
l,l,eow,w,leow,gap,0,0,
l,l,ew,w,lew,attested,22,19,窂哰栳勞撈澇憥橑𤩂癆簝簩
l,l,iaew,w,liaew,gap,0,0,
l,l,iaw,w,liaw,attested,4,4,窌賿顟𠐋
l,l,iew,w,liew,gap,0,0,
l,l,iw,w,liw,gap,0,0,
l,l,oew,w,loew,gap,0,0,
l,l,ow,w,low,attested,52,47,剅陋婁屚僂嘍塿嶁廔慺摟漊
l,l,yeow,w,lyeow,gap,0,0,
l,l,aei,i,laei,gap,0,0,
l,l,ai,i,lai,attested,19,19,酹頪賴𡂖鵣瀨犡㸊藾癩糲籟
l,l,i,i,li,attested,171,147,刕吏礼丽利李里戾沴俚峛倈
l,l,uei,i,luei,gap,0,0,
l,l,waei,i,lwaei,gap,0,0,
l,l,wai,i,lwai,gap,0,0,
l,l,wi,i,lwi,attested,45,39,厽耒垒淚猚累絫誄蜼樏䉂壘
l,l,aak,k,laak,gap,0,0,
l,l,aek,k,laek,gap,0,0,
l,l,ak,k,lak,attested,40,40,挌洛烙珞硌硦笿絡袼落酪馲
l,l,ek,k,lek,attested,45,45,秝鬲厤寥蒚蝷曆歷磿擽濼鎘
l,l,eok,k,leok,attested,8,8,娽渌菉趢醁録㪖䟿
l,l,iaak,k,liaak,gap,0,0,
l,l,iak,k,liak,attested,5,5,略擽䀩䛚𧎾
l,l,iek,k,liek,attested,4,4,掠䂮㗉䌎
l,l,ik,k,lik,attested,9,9,力仂屴朸鳨𠢠𡯄𣲒𧲡
l,l,iok,k,liok,attested,9,9,逯碌綠騄籙㫽䚄䱚𧨹
l,l,iuk,k,liuk,attested,22,22,六坴淕陸僇剹勠稑戮蓼踛磟
l,l,oek,k,loek,gap,0,0,
l,l,ok,k,lok,attested,1,1,濼
l,l,uaak,k,luaak,gap,0,0,
l,l,uek,k,luek,gap,0,0,
l,l,uk,k,luk,attested,59,59,仂㔹扐阞朸玏肋艻角谷彔泐
l,l,waak,k,lwaak,gap,0,0,
l,l,waek,k,lwaek,gap,0,0,
l,l,yeok,k,lyeok,gap,0,0,
l,l,yk,k,lyk,gap,0,0,
l,l,aach,ch,laach,gap,0,0,
l,l,ach,ch,lach,gap,0,0,
l,l,aech,ch,laech,gap,0,0,
l,l,och,ch,loch,gap,0,0,
l,l,oech,ch,loech,gap,0,0,
l,l,uch,ch,luch,gap,0,0,
l,l,uech,ch,luech,gap,0,0,
l,l,aat,t,laat,gap,0,0,
l,l,aet,t,laet,gap,0,0,
l,l,at,t,lat,attested,21,21,剌捋㭩揧楋蛶瘌辢蝲攋癩糲
l,l,eot,t,leot,gap,0,0,
l,l,et,t,let,attested,33,33,列劣冽姴挒洌哷埒㤠栵浖烈
l,l,iat,t,liat,gap,0,0,
l,l,iet,t,liet,gap,0,0,
l,l,it,t,lit,attested,26,26,夨戾栗唳捩凓塛慄搮溧瑮綟
l,l,oet,t,loet,gap,0,0,
l,l,ot,t,lot,attested,5,5,硉㪐𢂤𥓎𨁸
l,l,t,t,lt,gap,0,0,
l,l,uet,t,luet,gap,0,0,
l,l,ut,t,lut,attested,8,8,寽律𠷈葎膟繂䔞𥭐
l,l,waet,t,lwaet,gap,0,0,
l,l,wat,t,lwat,gap,0,0,
l,l,woet,t,lwoet,gap,0,0,
l,l,wot,t,lwot,gap,0,0,
l,l,yeot,t,lyeot,gap,0,0,
l,l,yt,t,lyt,gap,0,0,
l,l,aets,ts,laets,gap,0,0,
l,l,ats,ts,lats,gap,0,0,
l,l,eots,ts,leots,gap,0,0,
l,l,ets,ts,lets,gap,0,0,
l,l,aap,p,laap,gap,0,0,
l,l,aep,p,laep,gap,0,0,
l,l,ap,p,lap,attested,25,23,拉菈搚摺磖臈擸臘邋蠟鑞㕇
l,l,eop,p,leop,gap,0,0,
l,l,ep,p,lep,attested,17,17,岦苙笠巤鴗儠獵鬣鱲䁽䃳䜲
l,l,iep,p,liep,gap,0,0,
l,l,ip,p,lip,attested,18,17,立砬粒獦擸犣邋躐㯿㲱㼲䇐
l,l,oep,p,loep,gap,0,0,
l,l,op,p,lop,gap,0,0,
l,l,p,p,lp,gap,0,0,
l,l,yp,p,lyp,gap,0,0,
l,l,eov,v,leov,gap,0,0,
l,l,ev,v,lev,gap,0,0,
l,l,ov,v,lov,gap,0,0,
l,l,aenn,nn,laenn,gap,0,0,
l,l,ann,nn,lann,gap,0,0,
l,l,enn,nn,lenn,gap,0,0,
l,l,eonn,nn,leonn,gap,0,0,
l,l,onn,nn,lonn,gap,0,0,
l,l,aeyh,h,laeyh,gap,0,0,
l,l,ah,h,lah,gap,0,0,
l,l,ayh,h,layh,gap,0,0,
l,l,emh,h,lemh,gap,0,0,
l,l,eomh,h,leomh,gap,0,0,
l,l,ueh,h,lueh,gap,0,0,
l,l,uh,h,luh,gap,0,0,
l,l,r,r,lr,gap,0,0,
l,l,,open,l,gap,0,0,
l,l,a,open,la,attested,33,31,卵腡摞蓏裸躶瘰螺藞蠃臝蠡
l,l,aa,open,laa,attested,11,10,剆羅儸曪邏𧟌籮鑼𣂞𩝢
l,l,ae,open,lae,attested,11,10,砢㰁囉欏蘿饠㦬㿚𠻡𤄷
l,l,au,open,lau,gap,0,0,
l,l,e,open,le,gap,0,0,
l,l,eo,open,leo,gap,0,0,
l,l,eou,open,leou,attested,40,34,柳珋留硫僇勠塯廖瑠綹瘤疁
l,l,eu,open,leu,attested,21,20,侣旅絽閭㠠櫖櫚爈䕡穭鑢驢
l,l,ia,open,lia,gap,0,0,
l,l,iaeu,open,liaeu,gap,0,0,
l,l,iau,open,liau,attested,65,56,了尥炓料翏聊僚寥廖憀摷漻
l,l,ie,open,lie,attested,25,25,例洌砅栵厲勵鮤巁濿癘櫔犡
l,l,ieu,open,lieu,attested,19,17,僚嫽憭熮燎璙膫療繚爒髎鷯
l,l,iou,open,liou,attested,37,34,畂流茆窌翏裗嵧廇旒溜憀摎
l,l,iu,open,liu,attested,20,20,吕㭚郘梠祣膂慮儢勴蟉廬璷
l,l,o,open,lo,attested,64,62,㭔㭩玈鹵虜賂路輅滷樐蓾魯
l,l,oe,open,loe,gap,0,0,
l,l,oeu,open,loeu,gap,0,0,
l,l,ou,open,lou,gap,0,0,
l,l,u,open,lu,attested,31,29,婁僂㜢屢嶁慺摟漊氀膢蔞瘻
l,l,ua,open,lua,attested,1,1,𦣛
l,l,uae,open,luae,gap,0,0,
l,l,ue,open,lue,gap,0,0,
l,l,ueo,open,lueo,gap,0,0,
l,l,wa,open,lwa,gap,0,0,
l,l,wae,open,lwae,gap,0,0,
l,l,yeo,open,lyeo,gap,0,0,
l,l,yeou,open,lyeou,gap,0,0,
m,m,aan,n,maan,attested,2,2,蔄𥇅
m,m,aen,n,maen,gap,0,0,
m,m,an,n,man,attested,79,61,万芇娩㝃悗挽㒼晚曼脕萬絻
m,m,en,n,men,attested,29,28,宀汅沔芇面偭勔愐棉湎黽綿
m,m,eon,n,meon,gap,0,0,
m,m,ian,n,mian,gap,0,0,
m,m,ien,n,mien,attested,8,8,免俛勉娩㝃冕絻鮸
m,m,in,n,min,attested,67,61,丏民刡汶芇岷忞怋旻旼泯敃
m,m,n,n,mn,gap,0,0,
m,m,oen,n,moen,gap,0,0,
m,m,on,n,mon,attested,16,15,怋門捫悶樠璊懣亹虋䊟䟂䫒
m,m,uaen,n,muaen,gap,0,0,
m,m,uan,n,muan,gap,0,0,
m,m,uen,n,muen,gap,0,0,
m,m,ueon,n,mueon,gap,0,0,
m,m,uin,n,muin,gap,0,0,
m,m,un,n,mun,attested,34,30,勽文伆刎吻彣抆汶娩紊紋蚊
m,m,waan,n,mwaan,gap,0,0,
m,m,waen,n,mwaen,gap,0,0,
m,m,wan,n,mwan,gap,0,0,
m,m,woen,n,mwoen,gap,0,0,
m,m,won,n,mwon,gap,0,0,
m,m,wyn,n,mwyn,gap,0,0,
m,m,yeon,n,myeon,gap,0,0,
m,m,yn,n,myn,gap,0,0,
m,m,aam,m,maam,gap,0,0,
m,m,aem,m,maem,gap,0,0,
m,m,am,m,mam,attested,3,3,姏㛧𩛎
m,m,em,m,mem,gap,0,0,
m,m,eom,m,meom,gap,0,0,
m,m,iem,m,miem,gap,0,0,
m,m,im,m,mim,attested,2,2,厸𡕢
m,m,m,m,mm,gap,0,0,
m,m,oem,m,moem,gap,0,0,
m,m,om,m,mom,gap,0,0,
m,m,ym,m,mym,gap,0,0,
m,m,yom,m,myom,attested,4,4,錽𡕢𢨔𦲯
m,m,aang,ng,maang,attested,18,16,孟盲朚猛莔盟䁅艋蜢蝱鄳鱦
m,m,aeng,ng,maeng,gap,0,0,
m,m,ang,ng,mang,attested,57,53,吂忙汒邙尨杗芒氓甿厖哤娏
m,m,eng,ng,meng,attested,24,21,姳冥茗眳嫇溟猽鄍酩暝榠蓂
m,m,eong,ng,meong,gap,0,0,
m,m,iaang,ng,miaang,gap,0,0,
m,m,iang,ng,miang,gap,0,0,
m,m,ieng,ng,mieng,gap,0,0,
m,m,ing,ng,ming,attested,5,5,名洺眳慏詺
m,m,iong,ng,miong,gap,0,0,
m,m,iung,ng,miung,gap,0,0,
m,m,oeng,ng,moeng,gap,0,0,
m,m,ong,ng,mong,attested,3,3,雺䏵𪁪
m,m,uaang,ng,muaang,gap,0,0,
