initial,initial_label,rhyme,final,reading,status,sino_entry_count,character_count,example_characters
,zero / no written initial,aan,n,aan,attested,3,3,眼㗴𤡥
,zero / no written initial,aen,n,aen,attested,2,2,詽虤
,zero / no written initial,an,n,an,attested,10,10,岸喭頇鴈㷳顏䮗𡹼𡽜𪗙
,zero / no written initial,en,n,en,attested,12,10,犴豻偐雁雃楌鳫贋𤜵𨲊
,zero / no written initial,eon,n,eon,gap,0,0,
,zero / no written initial,ian,n,ian,gap,0,0,
,zero / no written initial,ien,n,ien,attested,14,14,俓泿研圁珢硏釿揅鄞齗齞䖜
,zero / no written initial,in,n,in,attested,15,14,听垠垽𧥺趼誾鳽憗磭䴦㘋㹞
,zero / no written initial,n,n,n,gap,0,0,
,zero / no written initial,oen,n,oen,attested,2,2,圻䭓
,zero / no written initial,on,n,on,attested,2,2,垠泿
,zero / no written initial,uaen,n,uaen,gap,0,0,
,zero / no written initial,uan,n,uan,gap,0,0,
,zero / no written initial,uen,n,uen,attested,29,29,听妘抎斦貟垽紜耺鄆雲愪暈
,zero / no written initial,ueon,n,ueon,gap,0,0,
,zero / no written initial,uin,n,uin,gap,0,0,
,zero / no written initial,un,n,un,attested,32,30,云圻夽忶沄芸垠員狺耘喗運
,zero / no written initial,waan,n,waan,gap,0,0,
,zero / no written initial,waen,n,waen,gap,0,0,
,zero / no written initial,wan,n,wan,gap,0,0,
,zero / no written initial,woen,n,woen,gap,0,0,
,zero / no written initial,won,n,won,gap,0,0,
,zero / no written initial,wyn,n,wyn,gap,0,0,
,zero / no written initial,yeon,n,yeon,gap,0,0,
,zero / no written initial,yn,n,yn,gap,0,0,
,zero / no written initial,aam,m,aam,attested,2,2,巖礹
,zero / no written initial,aem,m,aem,attested,1,1,𡆑
,zero / no written initial,am,m,am,attested,7,6,嵁儑顉㜝䜙𡪁
,zero / no written initial,em,m,em,attested,6,6,嵒羬顑麙黬𧇱
,zero / no written initial,eom,m,eom,attested,5,5,碞𪙊㺂䫡𧬌
,zero / no written initial,iem,m,iem,attested,5,5,唫荶訡碞䪩
,zero / no written initial,im,m,im,attested,6,5,吟崟僸趛𩂢
,zero / no written initial,m,m,m,gap,0,0,
,zero / no written initial,oem,m,oem,gap,0,0,
,zero / no written initial,om,m,om,gap,0,0,
,zero / no written initial,ym,m,ym,gap,0,0,
,zero / no written initial,yom,m,yom,gap,0,0,
,zero / no written initial,aang,ng,aang,attested,2,1,迎
,zero / no written initial,aeng,ng,aeng,attested,9,7,卬仰㭿鞕㟅𡵙𨋕
,zero / no written initial,ang,ng,ang,attested,12,8,昂枊䒢俓娙硬䩕䭹
,zero / no written initial,eng,ng,eng,attested,2,2,矨䀴
,zero / no written initial,eong,ng,eong,gap,0,0,
,zero / no written initial,iaang,ng,iaang,gap,0,0,
,zero / no written initial,iang,ng,iang,gap,0,0,
,zero / no written initial,ieng,ng,ieng,gap,0,0,
,zero / no written initial,ing,ng,ing,attested,2,1,凝
,zero / no written initial,iong,ng,iong,gap,0,0,
,zero / no written initial,iung,ng,iung,gap,0,0,
,zero / no written initial,oeng,ng,oeng,gap,0,0,
,zero / no written initial,ong,ng,ong,attested,4,4,喁顒鰅𩤛
,zero / no written initial,uaang,ng,uaang,gap,0,0,
,zero / no written initial,ueng,ng,ueng,gap,0,0,
,zero / no written initial,ung,ng,ung,attested,1,1,㟅
,zero / no written initial,waang,ng,waang,gap,0,0,
,zero / no written initial,waeng,ng,waeng,gap,0,0,
,zero / no written initial,wang,ng,wang,gap,0,0,
,zero / no written initial,wueng,ng,wueng,gap,0,0,
,zero / no written initial,wung,ng,wung,gap,0,0,
,zero / no written initial,yang,ng,yang,gap,0,0,
,zero / no written initial,yeng,ng,yeng,gap,0,0,
,zero / no written initial,yeong,ng,yeong,gap,0,0,
,zero / no written initial,yng,ng,yng,gap,0,0,
,zero / no written initial,aay,y,aay,attested,4,4,崖猚睚𩂢
,zero / no written initial,aey,y,aey,attested,15,15,厓啀涯硋嵦隑閡儗礙𪘲䙷𢟰
,zero / no written initial,ay,y,ay,attested,13,12,娾剴敳獃皚懝騃譺㱯𤶗𥝌𧏹
,zero / no written initial,eoy,y,eoy,gap,0,0,
,zero / no written initial,ey,y,ey,attested,6,6,毅螘藙䉨𢖫𧅙
,zero / no written initial,uy,y,uy,attested,5,5,沂豙溰顗顡
,zero / no written initial,waay,y,waay,gap,0,0,
,zero / no written initial,waey,y,waey,gap,0,0,
,zero / no written initial,way,y,way,gap,0,0,
,zero / no written initial,wey,y,wey,gap,0,0,
,zero / no written initial,wy,y,wy,gap,0,0,
,zero / no written initial,y,y,y,gap,0,0,
,zero / no written initial,yay,y,yay,gap,0,0,
,zero / no written initial,aaw,w,aaw,attested,12,12,奡滶獒摮熬遨𢿣磝翺鼇䦋𣘢
,zero / no written initial,aew,w,aew,attested,14,12,傲嗷嗸嫯嶅蔜螯驁鰲𩑤𩪕𩳔
,zero / no written initial,aw,w,aw,attested,17,12,敖樂磽聱謷鏊齩鷔䫨𢧴𦪈𦽀
,zero / no written initial,eow,w,eow,gap,0,0,
,zero / no written initial,ew,w,ew,attested,1,1,𧇠
,zero / no written initial,iaew,w,iaew,gap,0,0,
,zero / no written initial,iaw,w,iaw,gap,0,0,
,zero / no written initial,iew,w,iew,gap,0,0,
,zero / no written initial,iw,w,iw,gap,0,0,
,zero / no written initial,oew,w,oew,attested,3,3,蕅藕齵
,zero / no written initial,ow,w,ow,attested,5,4,偶耦髃㼴
,zero / no written initial,yeow,w,yeow,gap,0,0,
,zero / no written initial,aei,i,aei,attested,1,1,鴱
,zero / no written initial,ai,i,ai,attested,2,2,艾𧰿
,zero / no written initial,i,i,i,attested,44,38,兒狋盻堄涯羛晲棿睨竩義蛾
,zero / no written initial,uei,i,uei,attested,23,18,唯蜼蓶踓遺濰孈纗㨊䓈䔺䲊
,zero / no written initial,waei,i,waei,gap,0,0,
,zero / no written initial,wai,i,wai,gap,0,0,
,zero / no written initial,wi,i,wi,gap,0,0,
,zero / no written initial,aak,k,aak,attested,6,6,峉詻頟額䩹䱮
,zero / no written initial,aek,k,aek,attested,19,19,岳堮鄂遌鳽諤嶽鍔瓁顎鰐鑩
,zero / no written initial,ak,k,ak,attested,19,19,咢偔捳㗁崿愕湂㮙萼樂噩𩓥
,zero / no written initial,ek,k,ek,attested,5,5,艗鶂鷁虉𠩫
,zero / no written initial,eok,k,eok,gap,0,0,
,zero / no written initial,iaak,k,iaak,gap,0,0,
,zero / no written initial,iak,k,iak,gap,0,0,
,zero / no written initial,iek,k,iek,attested,9,9,淢琙罭緎蜮薿魊觺㚜
,zero / no written initial,ik,k,ik,attested,10,10,域棫嶷懝㘈䮙𦈸𦱂𪂉𪑝
,zero / no written initial,iok,k,iok,gap,0,0,
,zero / no written initial,iuk,k,iuk,gap,0,0,
,zero / no written initial,oek,k,oek,gap,0,0,
,zero / no written initial,ok,k,ok,attested,1,1,𤛹
,zero / no written initial,uaak,k,uaak,gap,0,0,
,zero / no written initial,uek,k,uek,gap,0,0,
,zero / no written initial,uk,k,uk,gap,0,0,
,zero / no written initial,waak,k,waak,gap,0,0,
,zero / no written initial,waek,k,waek,gap,0,0,
,zero / no written initial,yeok,k,yeok,gap,0,0,
,zero / no written initial,yk,k,yk,gap,0,0,
,zero / no written initial,aach,ch,aach,attested,3,3,屰逆縌
,zero / no written initial,ach,ch,ach,attested,3,3,虐瘧磭
,zero / no written initial,aech,ch,aech,attested,3,3,㘙𠱘𥿬
,zero / no written initial,och,ch,och,attested,4,4,玉頊獄鳿
,zero / no written initial,oech,ch,oech,gap,0,0,
,zero / no written initial,uch,ch,uch,attested,1,1,砡
,zero / no written initial,uech,ch,uech,gap,0,0,
,zero / no written initial,aat,t,aat,attested,3,3,聉𦘍𦤙
,zero / no written initial,aet,t,aet,gap,0,0,
,zero / no written initial,at,t,at,attested,10,10,刖𠱥頇嶭㩵㱚䎳䚴䡾𩮝
,zero / no written initial,eot,t,eot,gap,0,0,
,zero / no written initial,et,t,et,attested,19,18,𣎴屵歺圪耴枿聉聐隉槷櫱齾
,zero / no written initial,iat,t,iat,gap,0,0,
,zero / no written initial,iet,t,iet,gap,0,0,
,zero / no written initial,it,t,it,attested,9,9,臬嶭霓齧䫻𡿖𣅕𦨇𦳯
,zero / no written initial,oet,t,oet,gap,0,0,
,zero / no written initial,ot,t,ot,attested,6,6,圪抭疙觱𢔥𢯮
,zero / no written initial,t,t,t,gap,0,0,
,zero / no written initial,uet,t,uet,gap,0,0,
,zero / no written initial,ut,t,ut,attested,6,6,仡屹崛䁌䬑𧆫
,zero / no written initial,waet,t,waet,gap,0,0,
,zero / no written initial,wat,t,wat,gap,0,0,
,zero / no written initial,woet,t,woet,gap,0,0,
,zero / no written initial,wot,t,wot,gap,0,0,
,zero / no written initial,yeot,t,yeot,gap,0,0,
,zero / no written initial,yt,t,yt,gap,0,0,
,zero / no written initial,aets,ts,aets,attested,4,4,糱䡾䶬𡴎
,zero / no written initial,ats,ts,ats,attested,4,4,闑孼㜸讞
,zero / no written initial,eots,ts,eots,gap,0,0,
,zero / no written initial,ets,ts,ets,attested,4,4,櫱蠥钀𤅊
,zero / no written initial,aap,p,aap,attested,4,3,㬎儑㾑
,zero / no written initial,aep,p,aep,attested,4,4,砐䑥礘𡀾
,zero / no written initial,ap,p,ap,attested,4,4,哈魥礏𥋙
,zero / no written initial,eop,p,eop,gap,0,0,
,zero / no written initial,ep,p,ep,attested,1,1,䀴
,zero / no written initial,iep,p,iep,gap,0,0,
,zero / no written initial,ip,p,ip,attested,3,3,煜熠騽
,zero / no written initial,oep,p,oep,gap,0,0,
,zero / no written initial,op,p,op,gap,0,0,
,zero / no written initial,p,p,p,gap,0,0,
,zero / no written initial,yp,p,yp,gap,0,0,
,zero / no written initial,eov,v,eov,gap,0,0,
,zero / no written initial,ev,v,ev,attested,8,8,業澲驜鸈㗼䧨𠄅𢢜
,zero / no written initial,ov,v,ov,attested,7,7,嶪鄴㸣䲜𠟪𩑃𩼋
,zero / no written initial,aenn,nn,aenn,gap,0,0,
,zero / no written initial,ann,nn,ann,attested,6,6,言䇾甗巘䓂𧥜
,zero / no written initial,enn,nn,enn,attested,6,6,彥唁喭嵃諺𤫣
,zero / no written initial,eonn,nn,eonn,attested,7,6,這遃甗巘齴讞
,zero / no written initial,onn,nn,onn,attested,5,5,屵琂鬳𤬝𪗛
,zero / no written initial,aeyh,h,aeyh,gap,0,0,
,zero / no written initial,ah,h,ah,gap,0,0,
,zero / no written initial,ayh,h,ayh,attested,8,8,乂刈艾㣻㲼䖊䢃𩾘
,zero / no written initial,emh,h,emh,attested,12,10,广噞嬐儼釅㢂䉷䲓𠆲𢇘
,zero / no written initial,eomh,h,eomh,attested,10,9,隒嶮嚴顩驗曮礹𪙊𣄝
,zero / no written initial,ueh,h,ueh,attested,11,10,圄魚馭漁鋙聱蘌𩺰䥏𩼪
,zero / no written initial,uh,h,uh,attested,14,11,圉御敔衙語䰻禦篽齬籞䁩
,zero / no written initial,r,r,r,gap,0,0,
,zero / no written initial,,open,,gap,0,0,
,zero / no written initial,a,open,a,attested,18,16,牙疋厊吾呀庌犽枒芽迓砑訝
,zero / no written initial,aa,open,aa,attested,10,9,我哦峩莪䄉蛾誐餓𩒰
,zero / no written initial,ae,open,ae,attested,9,8,俄娥涐睋硪騀鵝㧴
,zero / no written initial,au,open,au,attested,10,9,垚堯僥嶢澆獟顤𠹑𪖐
,zero / no written initial,e,open,e,attested,9,9,埶槸蓺褹藝囈㓷㦣䆿
,zero / no written initial,eo,open,eo,gap,0,0,
,zero / no written initial,eou,open,eou,gap,0,0,
,zero / no written initial,eu,open,eu,gap,0,0,
,zero / no written initial,ia,open,ia,gap,0,0,
,zero / no written initial,iaeu,open,iaeu,gap,0,0,
,zero / no written initial,iau,open,iau,gap,0,0,
,zero / no written initial,ie,open,ie,gap,0,0,
,zero / no written initial,ieu,open,ieu,gap,0,0,
,zero / no written initial,iou,open,iou,gap,0,0,
,zero / no written initial,iu,open,iu,gap,0,0,
,zero / no written initial,o,open,o,attested,20,20,五吳吾忤旿娛悮捂郚啎珸蜈
,zero / no written initial,oe,open,oe,attested,20,20,午仵伍迕娪峿悟浯晤梧逜祦
,zero / no written initial,oeu,open,oeu,gap,0,0,
,zero / no written initial,ou,open,ou,attested,2,2,牛𪖐
,zero / no written initial,u,open,u,attested,38,33,于吁羽芋雨禺竽娛栩祤媀㝢
,zero / no written initial,ua,open,ua,gap,0,0,
,zero / no written initial,uae,open,uae,gap,0,0,
,zero / no written initial,ue,open,ue,attested,32,32,宇汙邘杅玗迂盂俁禹釪雩堣
,zero / no written initial,ueo,open,ueo,gap,0,0,
,zero / no written initial,wa,open,wa,gap,0,0,
,zero / no written initial,wae,open,wae,gap,0,0,
,zero / no written initial,yeo,open,yeo,gap,0,0,
,zero / no written initial,yeou,open,yeou,gap,0,0,
zh,zh,aan,n,zhaan,attested,6,6,琖盞醆譠㣶𧣴
zh,zh,aen,n,zhaen,attested,4,4,袒綻䋎𤣆
zh,zh,an,n,zhan,attested,3,3,拃䎒䩆
zh,zh,en,n,zhen,attested,13,13,旃栴嫸醆戰橏燀皽顫䁴䆄𨭖
zh,zh,eon,n,zheon,attested,14,13,樿氈旜饘鸇㔊䎒䡀𠟉𥊳𦗢𩔣
zh,zh,ian,n,zhian,gap,0,0,
zh,zh,ien,n,zhien,attested,30,24,㐱挋唇㖘娠振畛眞敐紾軫塡
zh,zh,in,n,zhin,attested,27,24,侲珍胗屒帪疹眕桭袗診槇甄
zh,zh,n,n,zhn,gap,0,0,
zh,zh,oen,n,zhoen,gap,0,0,
zh,zh,on,n,zhon,gap,0,0,
zh,zh,uaen,n,zhuaen,gap,0,0,
zh,zh,uan,n,zhuan,attested,17,15,孨剬專跧嫥篿顓囀鱄鷒㡒䣩
zh,zh,uen,n,zhuen,attested,18,15,恮湍傳剸鄟膞甎竱諯蟤轉䀬
zh,zh,ueon,n,zhueon,attested,11,9,沌堟傳椽瑑摶篆䧘𦁆
zh,zh,uin,n,zhuin,gap,0,0,
zh,zh,un,n,zhun,attested,19,16,屯肫迍盹窀准純埻惇訰準稕
zh,zh,waan,n,zhwaan,gap,0,0,
zh,zh,waen,n,zhwaen,gap,0,0,
zh,zh,wan,n,zhwan,attested,1,1,跧
zh,zh,woen,n,zhwoen,gap,0,0,
zh,zh,won,n,zhwon,gap,0,0,
zh,zh,wyn,n,zhwyn,gap,0,0,
zh,zh,yeon,n,zhyeon,gap,0,0,
zh,zh,yn,n,zhyn,attested,14,12,紖陣眹陳診趁塵敶䀕䍶䏖𨳌
zh,zh,aam,m,zhaam,attested,3,3,覱𩅼𩈻
zh,zh,aem,m,zhaem,gap,0,0,
zh,zh,am,m,zham,attested,4,4,斬鵮䩇𣳤
zh,zh,em,m,zhem,attested,5,4,站詀蘸𪉜
zh,zh,eom,m,zheom,attested,6,6,偡湛詀譧㴴𧸖
zh,zh,iem,m,zhiem,attested,16,16,厃枮揕戡椹葴詹䪴颭噡瞻簪
zh,zh,im,m,zhim,attested,20,17,旡占㘰坫枕砧針斟瑊碪撍箴
zh,zh,m,m,zhm,gap,0,0,
zh,zh,oem,m,zhoem,gap,0,0,
zh,zh,om,m,zhom,gap,0,0,
zh,zh,ym,m,zhym,attested,18,17,沈沉枕朕栚莐湛鈂霃鴆螣鰧
zh,zh,yom,m,zhyom,gap,0,0,
zh,zh,aang,ng,zhaang,attested,8,7,盯倀偵趟㡧𩏠𩘽
zh,zh,aeng,ng,zhaeng,attested,24,22,杖盯長挰掁場揨棖湞䂻腸噇
zh,zh,ang,ng,zhang,attested,30,27,丁仉朾壯妝張猙莊章脹痮墇
zh,zh,eng,ng,zheng,attested,11,10,政貞湞楨鴊鯖癥䋊䒱𨺟
zh,zh,eong,ng,zheong,gap,0,0,
zh,zh,iaang,ng,zhiaang,gap,0,0,
zh,zh,iang,ng,zhiang,gap,0,0,
zh,zh,ieng,ng,zhieng,gap,0,0,
zh,zh,ing,ng,zhing,attested,12,10,正氶延拯烝眐証鉦𦙫𨢹
zh,zh,iong,ng,zhiong,gap,0,0,
zh,zh,iung,ng,zhiung,gap,0,0,
zh,zh,oeng,ng,zhoeng,attested,13,10,重緟蝩褈穜鮦襱䳯𢝆𨉢
zh,zh,ong,ng,zhong,attested,34,33,伀妐彸忪炂冢䇗蚣衳偅喠堹
zh,zh,uaang,ng,zhuaang,gap,0,0,
zh,zh,ueng,ng,zhueng,attested,10,9,仲沖𦬕盅种翀蟲爞𩿀
zh,zh,ung,ng,zhung,attested,9,7,中𦬕衷鼨䈺𣧩𩅧
zh,zh,waang,ng,zhwaang,gap,0,0,
zh,zh,waeng,ng,zhwaeng,gap,0,0,
zh,zh,wang,ng,zhwang,gap,0,0,
zh,zh,wueng,ng,zhwueng,gap,0,0,
zh,zh,wung,ng,zhwung,gap,0,0,
zh,zh,yang,ng,zhyang,gap,0,0,
zh,zh,yeng,ng,zhyeng,gap,0,0,
zh,zh,yeong,ng,zhyeong,gap,0,0,
zh,zh,yng,ng,zhyng,attested,11,9,呈徎程䇸裎瞪㽀𪑬𪒘
zh,zh,aay,y,zhaay,attested,1,1,債
zh,zh,aey,y,zhaey,attested,3,3,豸廌𧳋
zh,zh,ay,y,zhay,attested,3,3,祭齋𨝋
zh,zh,eoy,y,zheoy,gap,0,0,
zh,zh,ey,y,zhey,attested,3,3,榸瘵𪘨
zh,zh,uy,y,zhuy,gap,0,0,
zh,zh,waay,y,zhwaay,attested,2,2,膪𢕮
zh,zh,waey,y,zhwaey,attested,3,3,尵㧳𩓬
zh,zh,way,y,zhway,attested,1,1,𩬳
zh,zh,wey,y,zhwey,gap,0,0,
zh,zh,wy,y,zhwy,attested,18,14,桘椎腄槌甀硾膇墜縋錘顀懟
zh,zh,y,y,zhy,attested,72,65,池阤杝豸坻岻彽治泜阺峙庤
zh,zh,yay,y,zhyay,gap,0,0,
zh,zh,aaw,w,zhaaw,gap,0,0,
zh,zh,aew,w,zhaew,attested,5,5,䄻棹濯櫂㷹
zh,zh,aw,w,zhaw,attested,28,24,爪抓笊啁罩鳭摷瑵䈇嘲獠罺
zh,zh,eow,w,zheow,attested,17,17,召兆垗狣晁肁旐朝䍮肇趙潮
zh,zh,ew,w,zhew,attested,2,2,朝𦩻
zh,zh,iaew,w,zhiaew,gap,0,0,
zh,zh,iaw,w,zhiaw,gap,0,0,
zh,zh,iew,w,zhiew,gap,0,0,
zh,zh,iw,w,zhiw,gap,0,0,
zh,zh,oew,w,zhoew,gap,0,0,
zh,zh,ow,w,zhow,gap,0,0,
zh,zh,yeow,w,zhyeow,gap,0,0,
zh,zh,aei,i,zhaei,attested,1,1,𦤧
zh,zh,ai,i,zhai,gap,0,0,
zh,zh,i,i,zhi,attested,176,162,夂之支止氏𠂔只氐伎旨至伿
zh,zh,uei,i,zhuei,gap,0,0,
zh,zh,waei,i,zhwaei,gap,0,0,
zh,zh,wai,i,zhwai,gap,0,0,
zh,zh,wi,i,zhwi,attested,25,24,沝隹追娷娺捶惴腄萑箠諈錐
zh,zh,aak,k,zhaak,attested,19,18,杔虴迮窄笮舴蚱馲嘖嫡磔諎
zh,zh,aek,k,zhaek,attested,29,29,宅翟擇澤濁嬥擢檡濯蠌襗鵫
zh,zh,ak,k,zhak,attested,24,24,厇捉桌㧻斮晫棏琢䐁嘖幘摘
zh,zh,ek,k,zhek,attested,23,23,卓咋矺倬啄啅涿責菿債嫧斲
zh,zh,eok,k,zheok,gap,0,0,
zh,zh,iaak,k,zhiaak,gap,0,0,
zh,zh,iak,k,zhiak,gap,0,0,
zh,zh,iek,k,zhiek,gap,0,0,
zh,zh,ik,k,zhik,attested,40,40,夨仄拓炙陟隻側稄跖戠稙萴
zh,zh,iok,k,zhiok,gap,0,0,
zh,zh,iuk,k,zhiuk,gap,0,0,
zh,zh,oek,k,zhoek,gap,0,0,
zh,zh,ok,k,zhok,gap,0,0,
zh,zh,uaak,k,zhuaak,gap,0,0,
zh,zh,uek,k,zhuek,gap,0,0,
zh,zh,uk,k,zhuk,gap,0,0,
zh,zh,waak,k,zhwaak,gap,0,0,
zh,zh,waek,k,zhwaek,gap,0,0,
zh,zh,yeok,k,zhyeok,gap,0,0,
zh,zh,yk,k,zhyk,attested,11,11,直𡸜犆潪擲擿蹢躑䐈䵂𧓸
zh,zh,aach,ch,zhaach,gap,0,0,
zh,zh,ach,ch,zhach,attested,24,24,勺妁彴犳灼芍斫酌斮焯著擆
zh,zh,aech,ch,zhaech,attested,1,1,著
zh,zh,och,ch,zhoch,attested,20,20,属瘃噣燭蠋屬韣囑孎鸀斸欘
zh,zh,oech,ch,zhoech,attested,3,3,蠋躅蠾
zh,zh,uch,ch,zhuch,attested,13,13,竹竺柷祝茿喌琡筑粥築縬𡎺
zh,zh,uech,ch,zhuech,attested,12,12,妯柚舳逐筑軸碡蓫篴𧏿鱁䮱
zh,zh,aat,t,zhaat,attested,12,12,扎札茁娺紮聉蚻窡鵽㱜𠿡𩿤
zh,zh,aet,t,zhaet,gap,0,0,
zh,zh,at,t,zhat,attested,7,7,哳眣窡錣鵽𢧖𧶇
zh,zh,eot,t,zheot,gap,0,0,
zh,zh,et,t,zhet,attested,20,20,折拙炪浙晢晣梲䖦準蝃靼䀿
zh,zh,iat,t,zhiat,gap,0,0,
zh,zh,iet,t,zhiet,gap,0,0,
zh,zh,it,t,zhit,attested,28,26,侄庢挃郅晊桎秷窒蛭銍質劕
zh,zh,oet,t,zhoet,gap,0,0,
zh,zh,ot,t,zhot,gap,0,0,
zh,zh,t,t,zht,gap,0,0,
zh,zh,uet,t,zhuet,attested,3,3,术炢𦬸
zh,zh,ut,t,zhut,attested,11,11,泏茁窋絀逫㑁㤕䂐𠭴𡢑𦦖
zh,zh,waet,t,zhwaet,gap,0,0,
zh,zh,wat,t,zhwat,gap,0,0,
zh,zh,woet,t,zhwoet,gap,0,0,
zh,zh,wot,t,zhwot,gap,0,0,
zh,zh,yeot,t,zhyeot,gap,0,0,
zh,zh,yt,t,zhyt,attested,12,12,妷帙姪柣秩紩翐袠豑𡙮𣗻𧽮
zh,zh,aets,ts,zhaets,gap,0,0,
zh,zh,ats,ts,zhats,attested,14,14,叕茁剟啜悊喆腏畷蜇醊擳瀄
zh,zh,eots,ts,zheots,attested,5,5,徹撤澈轍㯙
zh,zh,ets,ts,zhets,attested,14,14,哲惙掇楖罬綴輟櫛嚞䟾䵵𥠈
zh,zh,aap,p,zhaap,gap,0,0,
zh,zh,aep,p,zhaep,attested,6,6,喋霅擖鞢𠗨𤁳
zh,zh,ap,p,zhap,attested,1,1,譫
zh,zh,eop,p,zheop,gap,0,0,
zh,zh,ep,p,zhep,attested,9,9,眨偛劄㞚䙄䛽𠍹𥀈𧉫
zh,zh,iep,p,zhiep,gap,0,0,
zh,zh,ip,p,zhip,attested,31,30,汁執㗊戢瓡慴摺慹霅濈縶蕺
zh,zh,oep,p,zhoep,gap,0,0,
zh,zh,op,p,zhop,gap,0,0,
zh,zh,p,p,zhp,gap,0,0,
zh,zh,yp,p,zhyp,attested,6,6,俋蟄譶㙷㞏䐲
zh,zh,eov,v,zheov,attested,3,3,殜㙷䐑
zh,zh,ev,v,zhev,attested,8,8,耴㭯輒鮿襵㡇𢬴𦯍
zh,zh,ov,v,zhov,gap,0,0,
zh,zh,aenn,nn,zhaenn,gap,0,0,
zh,zh,ann,nn,zhann,attested,16,15,紾㜊溱潧樼臻轃邅瀙襢驙㞡
zh,zh,enn,nn,zhenn,attested,15,15,展㠭搌搸榛蓁輾皽𩥇鱣𧝑𧤛
zh,zh,eonn,nn,zheonn,attested,13,11,廛緾邅瀍鄽纏躔㙻𧔊𧾍𨷭
zh,zh,onn,nn,zhonn,gap,0,0,
zh,zh,aeyh,h,zhaeyh,gap,0,0,
zh,zh,ah,h,zhah,attested,15,15,炙者柘爹堵嗻樜蔗諸赭遮䗪
zh,zh,ayh,h,zhayh,gap,0,0,
zh,zh,emh,h,zhemh,attested,3,3,沾霑𪏉
zh,zh,eomh,h,zheomh,attested,3,3,誗㶣𪏂
zh,zh,ueh,h,zhueh,attested,26,23,宁佇杼苧茅涂眝竚除屠紵羜
zh,zh,uh,h,zhuh,attested,45,43,沮阻俎渚猪陼菹著詛詝貯煑
zh,zh,r,r,zhr,gap,0,0,
zh,zh,,open,zh,gap,0,0,
zh,zh,a,open,zha,attested,45,40,吒奼厏灹咋抯咤哆奓柤浾痄
zh,zh,aa,open,zhaa,gap,0,0,
zh,zh,ae,open,zhae,attested,17,16,秅茶梌荼䖳塗䣝䅊䠧𡝐𡨀𣘻
zh,zh,au,open,zhau,gap,0,0,
zh,zh,e,open,zhe,attested,19,19,制迣狾晢淛䇽䎺製㝂㿃䀸䩢
zh,zh,eo,open,zheo,attested,7,7,彘滯銐璏蹛𦭮𩻼
zh,zh,eou,open,zheou,gap,0,0,
zh,zh,eu,open,zheu,attested,15,15,招沼昭炤盄釗菬詔照鉊䈃鵃
zh,zh,ia,open,zhia,gap,0,0,
zh,zh,iaeu,open,zhiaeu,gap,0,0,
zh,zh,iau,open,zhiau,gap,0,0,
zh,zh,ie,open,zhie,gap,0,0,
zh,zh,ieu,open,zhieu,attested,22,21,怞冑胄紬棸椆菗葤綢裯幬繇
zh,zh,iou,open,zhiou,gap,0,0,
zh,zh,iu,open,zhiu,attested,30,29,侜呪咮洲祝啁掫晝矪郰喌搊
zh,zh,o,open,zho,gap,0,0,
zh,zh,oe,open,zhoe,gap,0,0,
zh,zh,oeu,open,zhoeu,attested,24,22,伷宙疛紂酎稠駎儔鮋懤鮦燽
zh,zh,ou,open,zhou,attested,29,29,州舟扭肘周帚疛婤郮陬晭棷
zh,zh,u,open,zhu,attested,57,53,丶亍主列朱住侏宔拄枓注咮
zh,zh,ua,open,zhua,gap,0,0,
zh,zh,uae,open,zhuae,gap,0,0,
zh,zh,ue,open,zhue,attested,24,24,卂住柱笍啜逗嵀腏跓牏畷趎
zh,zh,ueo,open,zhueo,attested,1,1,𨮱
zh,zh,wa,open,zhwa,attested,5,5,檛膼髽簻𥬸
zh,zh,wae,open,zhwae,gap,0,0,
zh,zh,yeo,open,zhyeo,gap,0,0,
zh,zh,yeou,open,zhyeou,gap,0,0,
ch,ch,aan,n,chaan,attested,7,7,丳剗鏟羼㦃㺗䐮
ch,ch,aen,n,chaen,gap,0,0,
ch,ch,an,n,chan,attested,6,6,㬄鏟羼㹽㾺䴼
ch,ch,en,n,chen,attested,11,10,硟嘽幝燀繟闡灛䵐𦆀𨼒
ch,ch,eon,n,cheon,gap,0,0,
ch,ch,ian,n,chian,gap,0,0,
ch,ch,ien,n,chien,gap,0,0,
ch,ch,in,n,chin,attested,12,11,疢胂趁嗔瞋縝謓辴䐜𣞟𤣆
ch,ch,n,n,chn,gap,0,0,
ch,ch,oen,n,choen,gap,0,0,
ch,ch,on,n,chon,gap,0,0,
ch,ch,uaen,n,chuaen,gap,0,0,
ch,ch,uan,n,chuan,gap,0,0,
ch,ch,uen,n,chuen,attested,15,13,川舛穿荈剶釧喘猭諯竁鶨灥
ch,ch,ueon,n,chueon,gap,0,0,
ch,ch,uin,n,chuin,gap,0,0,
ch,ch,un,n,chun,attested,19,18,杶春偆惷椿楯瑃僢踳輴櫄鶞
ch,ch,waan,n,chwaan,attested,2,2,㦃𥽽
ch,ch,waen,n,chwaen,gap,0,0,
ch,ch,wan,n,chwan,attested,1,1,篡
ch,ch,woen,n,chwoen,gap,0,0,
ch,ch,won,n,chwon,gap,0,0,
ch,ch,wyn,n,chwyn,gap,0,0,
ch,ch,yeon,n,chyeon,gap,0,0,
ch,ch,yn,n,chyn,gap,0,0,
ch,ch,aam,m,chaam,attested,4,4,儳懺醶𤮭
